2015,1,1,0,-54,-76,9864,80,20,1,-9999,0,010030-99999
2015,1,1,3,-65,-84,9860,70,20,1,-9999,-9999,010030-99999
2015,1,1,6,-57,-80,9855,80,20,7,-9999,-9999,010030-99999
2015,1,1,9,-37,-63,9847,70,60,1,-9999,-9999,010030-99999
2015,1,1,12,-60,-80,9840,70,20,1,-9999,0,010030-99999
2015,1,1,15,-60,-80,9833,40,30,2,-9999,-9999,010030-99999
2015,1,1,18,-48,-70,9821,290,10,2,-9999,-9999,010030-99999
2015,1,1,21,-34,-49,9811,90,30,7,-9999,-9999,010030-99999
2015,1,2,0,-27,-42,9798,80,70,7,-9999,0,010030-99999
2015,1,2,3,-23,-57,9786,80,70,7,-9999,-9999,010030-99999
2015,1,2,6,-22,-54,9773,80,70,8,-9999,-9999,010030-99999
2015,1,2,9,-18,-62,9768,50,70,8,-9999,-9999,010030-99999
2015,1,2,12,-23,-51,9768,80,70,7,-9999,0,010030-99999
2015,1,2,15,-19,-41,9768,90,70,7,-9999,-9999,010030-99999
2015,1,2,18,-16,-37,9775,80,60,8,-9999,-9999,010030-99999
2015,1,2,21,-7,-24,9791,60,50,8,-9999,-9999,010030-99999
2015,1,3,0,-3,-23,9811,90,60,7,-9999,6,010030-99999
2015,1,3,3,15,-16,9837,80,70,7,-9999,-9999,010030-99999
2015,1,3,6,9,-16,9860,80,90,7,-9999,-9999,010030-99999
2015,1,3,9,1,-18,9887,70,110,8,-9999,-9999,010030-99999
2015,1,3,12,0,-22,9911,70,100,8,-9999,-1,010030-99999
2015,1,3,15,-15,-34,9942,80,150,8,-9999,-9999,010030-99999
2015,1,3,18,-15,-48,9970,70,130,7,-9999,-9999,010030-99999
2015,1,3,21,-18,-54,9996,80,130,6,-9999,-9999,010030-99999
2015,1,4,0,-23,-54,10018,70,140,6,-9999,-1,010030-99999
2015,1,4,3,-29,-61,10047,60,90,6,-9999,-9999,010030-99999
2015,1,4,6,-29,-61,10065,70,100,4,-9999,-9999,010030-99999
2015,1,4,9,-31,-69,10095,60,80,3,-9999,-9999,010030-99999
2015,1,4,12,-31,-68,10116,50,70,6,-9999,0,010030-99999
2015,1,4,15,-27,-66,10135,50,60,7,-9999,-9999,010030-99999
2015,1,4,18,-31,-65,10149,50,60,5,-9999,-9999,010030-99999
2015,1,4,21,-33,-73,10165,60,50,5,-9999,-9999,010030-99999
2015,1,5,0,-37,-65,10179,70,50,4,-9999,0,010030-99999
2015,1,5,3,-61,-88,10190,60,60,4,-9999,-9999,010030-99999
2015,1,5,6,-68,-98,10197,60,40,3,-9999,-9999,010030-99999
2015,1,5,9,-47,-73,10203,90,50,5,-9999,-9999,010030-99999
2015,1,5,12,-44,-60,10206,90,30,7,-9999,0,010030-99999
2015,1,5,15,-42,-58,10205,80,20,8,-9999,-9999,010030-99999
2015,1,5,18,-33,-44,10197,110,40,7,-9999,-9999,010030-99999
2015,1,5,21,-37,-49,10188,90,40,2,-9999,-9999,010030-99999
2015,1,5,22,-47,-62,10179,70,40,-9999,-9999,-9999,010030-99999
2015,1,5,23,-38,-56,10173,90,50,-9999,-9999,-9999,010030-99999
2015,1,6,0,-30,-64,10166,80,40,1,-9999,-1,010030-99999
2015,1,6,1,-33,-65,10159,70,40,-9999,-9999,-9999,010030-99999
2015,1,6,2,-37,-55,10150,90,70,-9999,-9999,-9999,010030-99999
2015,1,6,3,-38,-57,10136,90,70,1,-9999,-9999,010030-99999
2015,1,6,4,-27,-53,10125,80,70,-9999,-9999,-9999,010030-99999
2015,1,6,5,-20,-57,10113,80,70,-9999,-9999,-9999,010030-99999
2015,1,6,6,-18,-54,10102,80,80,8,-9999,-9999,010030-99999
2015,1,6,7,-13,-54,10095,80,70,-9999,-9999,-9999,010030-99999
2015,1,6,8,-16,-58,10084,80,90,-9999,-9999,-9999,010030-99999
2015,1,6,9,-17,-54,10074,80,90,8,-9999,-9999,010030-99999
2015,1,6,10,-13,-49,10067,80,80,-9999,-9999,-9999,010030-99999
2015,1,6,11,-9,-48,10056,80,90,-9999,-9999,-9999,010030-99999
2015,1,6,12,-10,-47,10046,90,70,8,-9999,0,010030-99999
2015,1,6,13,-11,-45,10035,80,80,-9999,-9999,-9999,010030-99999
2015,1,6,14,-6,-37,10022,80,90,-9999,-9999,-9999,010030-99999
2015,1,6,15,-5,-32,10010,80,90,8,-9999,-9999,010030-99999
2015,1,6,16,-3,-18,10002,80,80,-9999,-9999,-9999,010030-99999
2015,1,6,17,-1,-12,9991,70,90,-9999,-9999,-9999,010030-99999
2015,1,6,18,0,-11,9987,80,80,8,-9999,-9999,010030-99999
2015,1,6,19,2,-11,9987,70,70,-9999,-9999,-9999,010030-99999
2015,1,6,20,6,-11,9983,70,50,-9999,-9999,-9999,010030-99999
2015,1,6,21,5,-9,9979,80,60,8,-9999,-9999,010030-99999
2015,1,6,22,5,-6,9973,70,40,-9999,-9999,-9999,010030-99999
2015,1,6,23,6,-7,9968,70,50,-9999,-9999,-9999,010030-99999
2015,1,7,0,7,-9,9963,80,60,8,-9999,9,010030-99999
2015,1,7,1,10,-6,9961,80,60,-9999,-9999,-9999,010030-99999
2015,1,7,2,4,-12,9957,80,60,-9999,-9999,-9999,010030-99999
2015,1,7,3,6,-10,9953,80,60,8,-9999,-9999,010030-99999
2015,1,7,4,5,-9,9944,80,70,-9999,-9999,-9999,010030-99999
2015,1,7,5,6,-10,9938,80,70,-9999,-9999,-9999,010030-99999
2015,1,7,6,5,-6,9933,80,70,8,-9999,-9999,010030-99999
2015,1,7,7,4,-7,9925,70,70,-9999,-9999,-9999,010030-99999
2015,1,7,8,2,-12,9919,80,80,-9999,-9999,-9999,010030-99999
2015,1,7,9,2,-12,9912,80,90,8,-9999,-9999,010030-99999
2015,1,7,10,2,-12,9902,80,110,-9999,-9999,-9999,010030-99999
2015,1,7,11,-2,-8,9899,0,-9999,-9999,-9999,-9999,010030-99999
2015,1,7,12,-2,-7,9891,0,-9999,8,-9999,30,010030-99999
2015,1,7,13,-2,-6,9885,40,70,-9999,-9999,-9999,010030-99999
2015,1,7,14,-1,-5,9881,40,50,-9999,-9999,-9999,010030-99999
2015,1,7,15,1,-3,9889,280,30,8,-9999,-9999,010030-99999
2015,1,7,16,-6,-11,9898,270,70,-9999,-9999,-9999,010030-99999
2015,1,7,17,-2,-7,9909,280,60,-9999,-9999,-9999,010030-99999
2015,1,7,18,-1,-11,9916,280,50,8,-9999,-9999,010030-99999
2015,1,7,19,6,-13,9920,300,60,-9999,-9999,-9999,010030-99999
2015,1,7,20,-9,-19,9929,250,70,-9999,-9999,-9999,010030-99999
2015,1,7,21,-11,-25,9938,250,60,6,-9999,-9999,010030-99999
2015,1,7,22,-2,-30,9946,270,40,-9999,-9999,-9999,010030-99999
2015,1,7,23,-18,-33,9949,180,20,-9999,-9999,-9999,010030-99999
2015,1,8,0,-36,-50,9950,50,20,7,-9999,-1,010030-99999
2015,1,8,1,-42,-62,9952,50,10,-9999,-9999,-9999,010030-99999
2015,1,8,2,-36,-58,9954,50,30,-9999,-9999,-9999,010030-99999
2015,1,8,3,-37,-56,9954,60,20,8,-9999,-9999,010030-99999
2015,1,8,4,-32,-51,9957,80,30,-9999,-9999,-9999,010030-99999
2015,1,8,5,-25,-41,9956,80,40,-9999,-9999,-9999,010030-99999
2015,1,8,6,-33,-52,9954,60,40,8,-9999,-9999,010030-99999
2015,1,8,7,-32,-53,9955,70,50,-9999,-9999,-9999,010030-99999
2015,1,8,8,-7,-40,9954,80,50,-9999,-9999,-9999,010030-99999
2015,1,8,9,-6,-39,9954,90,60,7,-9999,-9999,010030-99999
2015,1,8,10,0,-36,9954,80,80,-9999,-9999,-9999,010030-99999
2015,1,8,11,3,-38,9956,80,60,-9999,-9999,-9999,010030-99999
2015,1,8,12,3,-34,9950,80,90,8,-9999,0,010030-99999
2015,1,8,13,3,-31,9946,80,90,-9999,-9999,-9999,010030-99999
2015,1,8,14,2,-28,9943,80,110,-9999,-9999,-9999,010030-99999
2015,1,8,15,2,-32,9941,70,110,8,-9999,-9999,010030-99999
2015,1,8,16,-1,-35,9934,70,120,-9999,-9999,-9999,010030-99999
2015,1,8,17,-1,-29,9927,70,130,-9999,-9999,-9999,010030-99999
2015,1,8,18,-3,-24,9920,80,130,8,-9999,-9999,010030-99999
2015,1,8,19,0,-15,9908,80,130,-9999,-9999,-9999,010030-99999
2015,1,8,20,-1,-15,9904,80,160,-9999,-9999,-9999,010030-99999
2015,1,8,21,10,-14,9897,80,160,8,-9999,-9999,010030-99999
2015,1,8,22,6,-10,9897,80,140,-9999,-9999,-9999,010030-99999
2015,1,8,23,9,-13,9900,80,130,-9999,-9999,-9999,010030-99999
2015,1,9,0,11,-19,9905,100,90,8,-9999,-1,010030-99999
2015,1,9,1,11,-21,9909,90,50,-9999,-9999,-9999,010030-99999
2015,1,9,2,6,-16,9911,80,60,-9999,-9999,-9999,010030-99999
2015,1,9,3,7,-18,9914,90,90,7,-9999,-9999,010030-99999
2015,1,9,4,12,-24,9919,80,100,-9999,-9999,-9999,010030-99999
