1992,1,1,6,-59,-103,9698,110,113,5,-9999,0,010040-99999
1992,1,1,12,-60,-96,9686,110,123,8,-9999,-9999,010040-99999
1992,1,1,18,-67,-112,9704,110,129,8,-9999,-9999,010040-99999
1992,1,2,6,-94,-183,9770,90,113,0,-9999,0,010040-99999
1992,1,2,12,-84,-139,9789,100,77,8,-9999,-9999,010040-99999
1992,1,2,18,-99,-135,9802,110,93,8,-9999,-9999,010040-99999
1992,1,3,6,-101,-129,9791,270,21,0,-9999,0,010040-99999
1992,1,3,12,-74,-105,9781,130,26,8,-9999,-9999,010040-99999
1992,1,3,18,-46,-93,9784,100,103,8,-9999,-9999,010040-99999
1992,1,4,6,-45,-109,9814,90,51,8,-9999,0,010040-99999
1992,1,4,12,-65,-121,9849,100,72,7,-9999,-9999,010040-99999
1992,1,4,18,-89,-146,9877,130,62,0,-9999,0,010040-99999
1992,1,5,6,-99,-150,9944,120,77,0,-9999,0,010040-99999
1992,1,5,12,-119,-168,9992,130,77,0,-9999,-9999,010040-99999
1992,1,5,18,-120,-180,10033,150,36,0,-9999,0,010040-99999
1992,1,6,6,-106,-161,10086,160,26,0,-9999,0,010040-99999
1992,1,6,12,-105,-160,10104,110,57,0,-9999,-9999,010040-99999
1992,1,6,18,-116,-162,10110,120,77,0,-9999,0,010040-99999
1992,1,7,6,-153,-195,10099,140,31,0,-9999,0,010040-99999
1992,1,7,12,-153,-200,10098,130,31,0,-9999,-9999,010040-99999
1992,1,7,18,-159,-216,10092,140,46,0,-9999,0,010040-99999
1992,1,8,6,-160,-213,10076,130,41,3,-9999,0,010040-99999
1992,1,8,12,-161,-212,10064,130,51,0,-9999,-9999,010040-99999
1992,1,8,18,-153,-209,10046,130,26,8,-9999,0,010040-99999
1992,1,9,6,-126,-158,10029,130,36,3,-9999,-9999,010040-99999
1992,1,9,12,-115,-149,10040,140,41,3,-9999,-9999,010040-99999
1992,1,9,18,-101,-135,10043,130,46,2,-9999,-9999,010040-99999
1992,1,10,6,-66,-128,9998,120,118,3,-9999,0,010040-99999
1992,1,10,12,-55,-112,9967,120,144,6,-9999,-9999,010040-99999
1992,1,10,18,-71,-116,9940,110,113,2,-9999,0,010040-99999
1992,1,11,12,-131,-209,10048,120,108,0,-9999,-9999,010040-99999
1992,1,11,18,-158,-233,10115,120,93,0,-9999,0,010040-99999
1992,1,12,6,-183,-261,10195,140,41,0,-9999,0,010040-99999
1992,1,12,12,-186,-257,10209,140,46,2,-9999,-9999,010040-99999
1992,1,12,18,-166,-237,10179,150,51,7,-9999,0,010040-99999
